re_code,m_code,g_code,reservation_no,r_code,booker_name,reserved_at,check_in_date,check_out_date,original_price,discount_rate,coupon_used,final_price,cancel,cancel_date,review_status
872,163,0,R-2026-01-15-0000aptu,79,user163,2026-01-15 13:55,2026-01-15,2026-01-17,164000,0,0,164000,0,,1
873,164,0,R-2026-01-15-0000aptv,81,user164,2026-01-15 15:00,2026-01-16,2026-01-19,318000,0,0,318000,0,,1
874,165,0,R-2026-01-15-0000aptw,84,user165,2026-01-15 16:05,2026-01-17,2026-01-18,143000,10,0,128700,0,,1
875,166,0,R-2026-01-15-0000aptx,88,user166,2026-01-15 17:10,2026-01-18,2026-01-20,194000,10,0,174600,0,,1
876,167,0,R-2026-01-15-0000apty,90,user167,2026-01-15 18:15,2026-01-19,2026-01-22,363000,10,0,326700,0,,1
877,168,0,R-2026-01-15-0000aptz,95,user168,2026-01-15 19:20,2026-01-20,2026-01-21,182000,10,0,163800,0,,1
878,169,0,R-2026-01-15-0000apu0,96,user169,2026-01-15 20:25,2026-01-21,2026-01-23,388000,10,0,349200,0,,1
879,170,0,R-2026-01-15-0000apu1,99,user170,2026-01-15 21:30,2026-01-22,2026-01-25,306000,10,0,275400,0,,1
880,171,0,R-2026-01-16-0000apu2,103,user171,2026-01-16 6:20,2026-01-16,2026-01-17,159000,10,0,143100,0,,1
881,172,0,R-2026-01-16-0000apu3,108,user172,2026-01-16 7:25,2026-01-17,2026-01-19,232000,0,0,232000,0,,1
882,173,0,R-2026-01-16-0000apu4,112,user173,2026-01-16 8:30,2026-01-18,2026-01-21,501000,10,0,450900,1,2026-01-17 8:30,0
883,174,0,R-2026-01-16-0000apu5,114,user174,2026-01-16 9:35,2026-01-19,2026-01-20,191000,10,0,171900,0,,1
884,175,0,R-2026-01-16-0000apu6,118,user175,2026-01-16 10:40,2026-01-20,2026-01-22,238000,0,0,238000,0,,1
885,176,0,R-2026-01-16-0000apu7,124,user176,2026-01-16 11:45,2026-01-21,2026-01-24,273000,0,0,273000,0,,1
886,177,0,R-2026-01-16-0000apu8,129,user177,2026-01-16 12:50,2026-01-22,2026-01-23,182000,10,0,163800,0,,1
887,178,0,R-2026-01-16-0000apu9,135,user178,2026-01-16 13:55,2026-01-16,2026-01-18,244000,10,0,219600,0,,1
888,179,0,R-2026-01-16-0000apua,142,user179,2026-01-16 15:00,2026-01-17,2026-01-20,228000,10,0,205200,0,,1
889,180,0,R-2026-01-16-0000apub,143,user180,2026-01-16 16:05,2026-01-18,2026-01-19,88000,10,0,79200,0,,1
890,181,0,R-2026-01-16-0000apuc,145,user181,2026-01-16 17:10,2026-01-19,2026-01-21,338000,0,0,338000,0,,1
891,182,0,R-2026-01-16-0000apud,154,user182,2026-01-16 18:15,2026-01-20,2026-01-23,456000,10,0,410400,0,,1
892,183,0,R-2026-01-16-0000apue,157,user183,2026-01-16 19:20,2026-03-19,2026-03-20,62000,0,0,62000,0,,1
893,0,158,R-20260116-w3x4y5z6,158,guest158,2026-01-16 19:33,2026-01-18,2026-01-22,296000,10,0,266400,0,,0
894,184,0,R-2026-01-16-0000apuf,166,user184,2026-01-16 20:25,2026-01-22,2026-01-24,356000,10,0,320400,0,,1
895,185,0,R-2026-01-16-0000apug,167,user185,2026-01-16 21:30,2026-01-23,2026-01-26,570000,10,0,513000,0,,1
896,0,159,R-20260117-x4y5z6a7,159,guest159,2026-01-17 2:44,2026-01-19,2026-01-23,344000,0,0,344000,0,,0
897,186,0,R-2026-01-17-0000apuh,169,user186,2026-01-17 6:20,2026-01-17,2026-01-18,73000,0,0,73000,1,2026-01-18 6:20,0
898,187,0,R-2026-01-17-0000apui,175,user187,2026-01-17 7:25,2026-01-18,2026-01-20,110000,10,0,99000,0,,1
899,188,0,R-2026-01-17-0000apuj,176,user188,2026-01-17 8:30,2026-01-19,2026-01-22,201000,10,0,180900,0,,1
900,189,0,R-2026-01-17-0000apuk,181,user189,2026-01-17 9:35,2026-01-20,2026-01-21,172300,10,0,155070,1,2026-01-18 9:35,0
901,190,0,R-2026-01-17-0000apul,184,user190,2026-01-17 10:40,2026-01-21,2026-01-23,283600,0,0,283600,0,,1
902,191,0,R-2026-01-17-0000apum,190,user191,2026-01-17 11:45,2026-01-22,2026-01-25,355200,0,0,355200,0,,1
903,192,0,R-2026-01-17-0000apun,199,user192,2026-01-17 12:50,2026-01-23,2026-01-24,83000,10,0,74700,0,,1
904,193,0,R-2026-01-17-0000apuo,203,user193,2026-01-17 13:55,2026-01-17,2026-01-19,328000,10,0,295200,1,2026-01-18 13:55,0
905,194,0,R-2026-01-17-0000apup,209,user194,2026-01-17 15:00,2026-01-18,2026-01-21,456600,10,0,410940,0,,1
906,195,0,R-2026-01-17-0000apuq,211,user195,2026-01-17 16:05,2026-01-19,2026-01-20,67000,10,0,60300,0,,1
907,196,0,R-2026-01-17-0000apur,218,user196,2026-01-17 17:10,2026-01-20,2026-01-22,263800,10,0,237420,1,2026-01-18 17:10,0
908,197,0,R-2026-01-17-0000apus,220,user197,2026-01-17 18:15,2026-01-21,2026-01-24,564000,10,0,507600,0,,1
909,198,0,R-2026-01-17-0000aput,223,user198,2026-01-17 19:20,2026-01-22,2026-01-23,54000,0,0,54000,0,,1
910,199,0,R-2026-01-17-0000apuu,231,user199,2026-01-17 20:25,2026-01-23,2026-01-25,356000,10,0,320400,0,,1
911,200,0,R-2026-01-17-0000apuv,243,user200,2026-01-17 21:30,2026-01-17,2026-01-20,246000,10,0,221400,0,,1
912,201,0,R-2026-01-18-0000apuw,245,user201,2026-01-18 6:20,2026-01-19,2026-01-20,178900,0,0,178900,0,,1
913,202,0,R-2026-01-18-0000apux,248,user202,2026-01-18 7:25,2026-01-20,2026-01-22,320000,10,0,288000,0,,1
914,203,0,R-2026-01-18-0000apuy,256,user203,2026-01-18 8:30,2026-01-21,2026-01-24,477600,10,0,429840,0,,1
915,204,0,R-2026-01-18-0000apuz,264,user204,2026-01-18 9:35,2026-01-22,2026-01-23,208000,10,0,187200,1,2026-01-19 9:35,0
916,205,0,R-2026-01-18-0000apv0,274,user205,2026-01-18 10:40,2026-01-23,2026-01-25,227600,10,0,204840,1,2026-01-19 10:40,0
917,206,0,R-2026-01-18-0000apv1,279,user206,2026-01-18 11:45,2026-01-24,2026-01-27,531900,10,0,478710,0,,1
918,207,0,R-2026-01-18-0000apv2,289,user207,2026-01-18 12:50,2026-01-18,2026-01-19,132200,10,0,118980,0,,1
919,208,0,R-2026-01-18-0000apv3,295,user208,2026-01-18 13:55,2026-01-19,2026-01-21,299800,0,0,299800,0,,1
920,209,0,R-2026-01-18-0000apv4,301,user209,2026-01-18 15:00,2026-01-20,2026-01-23,456000,10,0,410400,0,,1
921,0,160,R-20260118-y5z6a7b8,160,guest160,2026-01-18 15:55,2026-01-20,2026-01-24,216000,10,0,194400,0,,0
922,210,0,R-2026-01-18-0000apv5,305,user210,2026-01-18 16:05,2026-01-21,2026-01-22,110000,10,0,99000,1,2026-01-19 16:05,0
923,211,0,R-2026-01-18-0000apv6,314,user211,2026-01-18 17:10,2026-01-22,2026-01-24,292000,10,0,262800,0,,1
924,1,0,R-2026-01-18-0000apv7,319,user1,2026-01-18 18:15,2026-01-23,2026-01-26,162000,10,0,145800,0,,1
925,2,0,R-2026-01-18-0000apv8,326,user2,2026-01-18 19:20,2026-01-24,2026-01-25,180000,10,0,162000,1,2026-01-19 19:20,0
926,3,0,R-2026-01-18-0000apv9,333,user3,2026-01-18 20:25,2026-01-18,2026-01-20,238000,10,0,214200,0,,1
927,4,0,R-2026-01-18-0000apva,340,user4,2026-01-18 21:30,2026-01-19,2026-01-22,378000,10,0,340200,0,,1
928,5,0,R-2026-01-19-0000apvb,352,user5,2026-01-19 6:20,2026-01-21,2026-01-22,189000,10,0,170100,0,,1
929,6,0,R-2026-01-19-0000apvc,360,user6,2026-01-19 7:25,2026-01-22,2026-01-24,404000,10,0,363600,0,,1
930,7,0,R-2026-01-19-0000apvd,371,user7,2026-01-19 8:30,2026-01-20,2026-01-23,531000,10,0,477900,0,,1
931,8,0,R-2026-01-19-0000apve,375,user8,2026-01-19 9:35,2026-01-24,2026-01-25,201000,0,0,201000,0,,1
932,0,161,R-20260119-z6a7b8c9,161,guest161,2026-01-19 10:10,2026-01-21,2026-01-25,264000,10,0,237600,0,,0
933,9,0,R-2026-01-19-0000apvf,386,user9,2026-01-19 10:40,2026-01-25,2026-01-27,296000,10,0,266400,0,,1
934,10,0,R-2026-01-19-0000apvg,397,user10,2026-01-19 11:45,2026-01-19,2026-01-22,729000,10,0,656100,0,,1
935,11,0,R-2026-01-19-0000apvh,402,user11,2026-01-19 12:50,2026-01-20,2026-01-21,245000,0,0,245000,0,,1
936,12,0,R-2026-01-19-0000apvi,410,user12,2026-01-19 13:55,2026-01-21,2026-01-23,490000,0,0,490000,0,,1
937,13,0,R-2026-01-19-0000apvj,415,user13,2026-01-19 15:00,2026-01-22,2026-01-25,597000,0,0,597000,0,,1
938,14,0,R-2026-01-19-0000apvk,420,user14,2026-01-19 16:05,2026-01-23,2026-01-24,253000,10,0,227700,1,2026-01-20 16:05,0
939,15,0,R-2026-01-19-0000apvl,1,user15,2026-01-19 17:10,2026-01-24,2026-01-26,328000,10,0,295200,1,2026-01-20 17:10,0
940,16,0,R-2026-01-19-0000apvm,3,user16,2026-01-19 18:15,2026-01-25,2026-01-28,564000,10,0,507600,0,,1
941,17,0,R-2026-01-19-0000apvn,5,user17,2026-01-19 19:20,2026-01-19,2026-01-20,154000,0,0,154000,0,,1
942,18,0,R-2026-01-20-00001a01,1,user18,2026-01-20 6:20,2026-02-22,2026-02-23,164000,10,0,147600,0,,1
943,19,0,R-2026-01-20-00001a02,12,user19,2026-01-20 7:25,2026-01-23,2026-01-25,244000,10,0,219600,0,,1
944,20,0,R-2026-01-20-00001a03,25,user20,2026-01-20 8:30,2026-01-24,2026-01-27,288000,0,0,288000,0,,1
945,0,162,R-20260120-a7b8c9d0,162,guest162,2026-01-20 9:09,2026-01-22,2026-01-26,312000,10,0,280800,0,,0
946,21,0,R-2026-01-20-00001a04,39,user21,2026-01-20 9:35,2026-01-25,2026-01-26,156000,10,0,140400,0,,1
947,22,0,R-2026-01-20-00001a05,52,user22,2026-01-20 10:40,2026-01-26,2026-01-28,196000,0,0,196000,0,,1
948,23,0,R-2026-01-20-00001a06,68,user23,2026-01-20 11:45,2026-01-27,2026-01-30,489000,10,0,440100,0,,1
949,24,0,R-2026-01-20-00001a07,73,user24,2026-01-20 12:50,2026-01-21,2026-01-22,141000,0,0,126900,1,2026-01-21 12:50,0
950,25,0,R-2026-01-20-00001a08,81,user25,2026-01-20 13:55,2026-01-22,2026-01-24,212000,0,0,212000,0,,1
951,26,0,R-2026-01-20-00001a09,88,user26,2026-01-20 15:00,2026-01-23,2026-01-26,291000,10,0,261900,0,,1
952,27,0,R-2026-01-20-00001a0a,95,user27,2026-01-20 16:05,2026-01-24,2026-01-25,182000,10,0,163800,0,,1
953,28,0,R-2026-01-20-00001a0b,108,user28,2026-01-20 17:10,2026-01-25,2026-01-27,232000,0,0,232000,0,,1
954,29,0,R-2026-01-20-00001a0c,124,user29,2026-01-20 18:15,2026-01-26,2026-01-29,273000,0,0,273000,0,,1
955,30,0,R-2026-01-20-00001a0d,129,user30,2026-01-20 19:20,2026-01-27,2026-01-28,182000,10,0,163800,0,,1
956,31,0,R-2026-01-20-00001a0e,142,user31,2026-01-20 20:25,2026-01-21,2026-01-23,152000,10,0,136800,0,,1
957,32,0,R-2026-01-20-00001a0f,154,user32,2026-01-20 21:30,2026-01-25,2026-01-28,456000,10,0,410400,0,,1
958,33,0,R-2026-01-20-00001a10,166,user33,2026-01-20 22:35,2026-01-24,2026-01-25,178000,10,0,160200,0,,1
959,34,0,R-2026-01-21-00001a11,175,user34,2026-01-21 6:20,2026-01-29,2026-01-31,110000,10,0,99000,0,,1
960,35,0,R-2026-01-21-00001a12,181,user35,2026-01-21 7:25,2026-01-25,2026-01-28,516900,10,0,465210,0,,1
961,36,0,R-2026-01-21-00001a13,190,user36,2026-01-21 8:30,2026-01-26,2026-01-27,118400,0,0,118400,0,,1
962,37,0,R-2026-01-21-00001a14,203,user37,2026-01-21 9:35,2026-01-27,2026-01-29,328000,10,0,295200,0,,1
963,38,0,R-2026-01-21-00001a15,218,user38,2026-01-21 10:40,2026-01-22,2026-01-25,395700,10,0,356130,0,,1
964,39,0,R-2026-01-21-00001a16,231,user39,2026-01-21 11:45,2026-01-26,2026-01-27,178000,10,0,160200,1,2026-01-22 11:45,0
965,40,0,R-2026-01-21-00001a17,243,user40,2026-01-21 12:50,2026-01-24,2026-01-26,164000,10,0,147600,0,,1
966,41,0,R-2026-01-21-00001a18,256,user41,2026-01-21 13:55,2026-01-25,2026-01-28,477600,10,0,429840,1,2026-01-22 13:55,0
967,42,0,R-2026-01-21-00001a19,264,user42,2026-01-21 15:00,2026-01-26,2026-01-27,208000,10,0,187200,0,,1
968,43,0,R-2026-01-21-00001a1a,274,user43,2026-01-21 16:05,2026-01-27,2026-01-29,227600,10,0,204840,1,2026-01-22 16:05,0
969,44,0,R-2026-01-21-00001a1b,289,user44,2026-01-21 17:10,2026-01-22,2026-01-25,396600,10,0,356940,0,,1
970,45,0,R-2026-01-21-00001a1c,301,user45,2026-01-21 18:15,2026-01-23,2026-01-24,152000,10,0,136800,0,,1
971,0,163,R-20260121-b8c9d0e1,163,guest163,2026-01-21 18:18,2026-01-23,2026-01-27,448000,10,0,403200,0,,0
972,46,0,R-2026-01-21-00001a1d,314,user46,2026-01-21 19:20,2026-01-24,2026-01-26,292000,10,0,262800,0,,1
973,47,0,R-2026-01-21-00001a1e,333,user47,2026-01-21 20:25,2026-01-25,2026-01-28,357000,10,0,321300,0,,1
974,48,0,R-2026-01-21-00001a1f,352,user48,2026-01-21 21:30,2026-01-26,2026-01-27,189000,10,0,170100,0,,1
975,49,0,R-2026-01-21-00001a20,360,user49,2026-01-21 22:35,2026-01-27,2026-01-29,404000,10,0,363600,1,2026-01-22 22:35,0
976,0,164,R-20260122-c9d0e1f2,164,guest164,2026-01-22 6:06,2026-01-24,2026-01-28,496000,10,0,446400,0,,0
977,50,0,R-2026-01-22-00001a21,371,user50,2026-01-22 6:20,2026-01-23,2026-01-26,531000,10,0,477900,0,,1
978,51,0,R-2026-01-22-00001a22,386,user51,2026-01-22 7:25,2026-01-24,2026-01-25,148000,10,0,133200,0,,1
979,52,0,R-2026-01-22-00001a23,397,user52,2026-01-22 8:30,2026-01-25,2026-01-27,486000,10,0,437400,0,,1
980,53,0,R-2026-01-22-00001a24,402,user53,2026-01-22 9:35,2026-01-26,2026-01-29,735000,0,0,735000,0,,1
981,54,0,R-2026-01-22-00001a25,410,user54,2026-01-22 10:40,2026-01-27,2026-01-28,245000,0,0,245000,0,,1
982,55,0,R-2026-01-22-00001a26,415,user55,2026-01-22 11:45,2026-01-28,2026-01-30,398000,0,0,398000,0,,1
983,56,0,R-2026-01-22-00001a27,420,user56,2026-01-22 12:50,2026-02-23,2026-02-26,759000,10,0,683100,0,,1
984,57,0,R-2026-01-22-00001a28,1,user57,2026-01-22 13:55,2026-03-15,2026-03-16,164000,10,0,147600,0,,1
985,58,0,R-2026-01-22-00001a29,12,user58,2026-01-22 15:00,2026-01-25,2026-01-27,244000,10,0,219600,0,,1
986,59,0,R-2026-01-22-00001a2a,25,user59,2026-01-22 16:05,2026-01-27,2026-01-30,288000,0,0,288000,0,,1
987,60,0,R-2026-01-22-00001a2b,39,user60,2026-01-22 17:10,2026-01-27,2026-01-28,156000,10,0,140400,0,,1
988,61,0,R-2026-01-22-00001a2c,52,user61,2026-01-22 18:15,2026-01-28,2026-01-30,196000,0,0,196000,0,,1
989,62,0,R-2026-01-22-00001a2d,68,user62,2026-01-22 19:20,2026-01-23,2026-01-26,489000,10,0,440100,0,,1
990,63,0,R-2026-01-22-00001a2e,73,user63,2026-01-22 20:25,2026-01-24,2026-01-25,141000,0,0,126900,0,,1
991,64,0,R-2026-01-22-00001a2f,81,user64,2026-01-22 21:30,2026-01-25,2026-01-27,212000,0,0,212000,0,,1
992,65,0,R-2026-01-22-00001a30,88,user65,2026-01-22 22:35,2026-01-26,2026-01-29,291000,10,0,261900,0,,1
993,66,0,R-2026-01-23-00001a31,95,user66,2026-01-23 6:20,2026-01-28,2026-01-29,182000,10,0,163800,0,,1
994,67,0,R-2026-01-23-00001a32,108,user67,2026-01-23 7:25,2026-01-23,2026-01-25,232000,0,0,232000,0,,1
995,68,0,R-2026-01-23-00001a33,124,user68,2026-01-23 8:30,2026-01-29,2026-02-01,273000,0,0,273000,0,,1
996,69,0,R-2026-01-23-00001a34,129,user69,2026-01-23 9:35,2026-01-25,2026-01-26,182000,10,0,163800,0,,1
997,70,0,R-2026-01-23-00001a35,142,user70,2026-01-23 10:40,2026-01-26,2026-01-28,152000,10,0,136800,0,,1
998,71,0,R-2026-01-23-00001a36,154,user71,2026-01-23 11:45,2026-01-27,2026-01-30,456000,10,0,410400,0,,1
999,72,0,R-2026-01-23-00001a37,166,user72,2026-01-23 12:50,2026-01-25,2026-01-26,178000,10,0,160200,0,,1
1000,73,0,R-2026-01-23-00001a38,175,user73,2026-01-23 13:55,2026-01-24,2026-01-26,110000,10,0,99000,0,,1
1001,0,165,R-20260123-d0e1f2g3,165,guest165,2026-01-23 14:14,2026-01-25,2026-01-29,544000,0,0,544000,0,,0
1002,74,0,R-2026-01-23-00001a39,181,user74,2026-01-23 15:00,2026-02-25,2026-02-28,516900,10,0,465210,0,,1
1003,75,0,R-2026-01-23-00001a3a,190,user75,2026-01-23 16:05,2026-02-26,2026-02-27,118400,0,0,118400,0,,1
1004,76,0,R-2026-01-23-00001a3b,203,user76,2026-01-23 17:10,2026-02-01,2026-02-03,328000,10,0,295200,0,,1
1005,77,0,R-2026-01-23-00001a3c,218,user77,2026-01-23 18:15,2026-01-28,2026-01-31,395700,10,0,356130,1,2026-01-24 18:15,0
1006,78,0,R-2026-01-23-00001a3d,231,user78,2026-01-23 19:20,2026-01-28,2026-01-29,178000,10,0,160200,1,2026-01-24 19:20,0
1007,79,0,R-2026-01-23-00001a3e,243,user79,2026-01-23 20:25,2026-01-25,2026-01-27,164000,10,0,147600,0,,1
1008,80,0,R-2026-01-23-00001a3f,256,user80,2026-01-23 21:30,2026-01-30,2026-02-02,477600,10,0,429840,0,,1
1009,81,0,R-2026-01-23-00001a40,264,user81,2026-01-23 22:35,2026-01-27,2026-01-28,208000,10,0,187200,0,,1
1010,82,0,R-2026-01-24-00001a41,274,user82,2026-01-24 6:20,2026-01-29,2026-01-31,227600,10,0,204840,0,,1
1011,83,0,R-2026-01-24-00001a42,289,user83,2026-01-24 7:25,2026-01-27,2026-01-30,396600,10,0,356940,0,,1
1012,84,0,R-2026-01-24-00001a43,301,user84,2026-01-24 8:30,2026-01-25,2026-01-26,152000,10,0,136800,0,,1
1013,85,0,R-2026-01-24-00001a44,314,user85,2026-01-24 9:35,2026-01-26,2026-01-28,292000,10,0,262800,0,,1
1014,86,0,R-2026-01-24-00001a45,333,user86,2026-01-24 10:40,2026-01-28,2026-01-31,357000,10,0,321300,1,2026-01-25 10:40,0
1015,87,0,R-2026-01-24-00001a46,352,user87,2026-01-24 11:45,2026-01-28,2026-01-29,189000,10,0,170100,0,,1
1016,88,0,R-2026-01-24-00001a47,360,user88,2026-01-24 12:50,2026-01-29,2026-01-31,404000,10,0,363600,0,,1
1017,89,0,R-2026-01-24-00001a48,371,user89,2026-01-24 13:55,2026-01-28,2026-01-31,531000,10,0,477900,0,,1
1018,90,0,R-2026-01-24-00001a49,386,user90,2026-01-24 15:00,2026-01-30,2026-01-31,148000,10,0,133200,0,,1
1019,91,0,R-2026-01-24-00001a4a,397,user91,2026-01-24 16:05,2026-01-27,2026-01-29,486000,10,0,437400,1,2026-01-25 16:05,0
1020,92,0,R-2026-01-24-00001a4b,402,user92,2026-01-24 17:10,2026-01-30,2026-02-02,735000,0,0,735000,0,,1
1021,93,0,R-2026-01-24-00001a4c,410,user93,2026-01-24 18:15,2026-01-29,2026-01-30,245000,0,0,245000,0,,1
1022,94,0,R-2026-01-24-00001a4d,415,user94,2026-01-24 19:20,2026-02-25,2026-02-27,398000,0,0,398000,1,2026-01-25 19:20,0
1023,95,0,R-2026-01-24-00001a4e,420,user95,2026-01-24 20:25,2026-01-26,2026-01-29,759000,10,0,683100,0,,1
1024,0,166,R-20260124-e1f2g3h4,166,guest166,2026-01-24 21:21,2026-01-26,2026-01-30,712000,10,0,640800,0,,0
1025,96,0,R-2026-01-24-00001a4f,1,user96,2026-01-24 21:30,2026-01-27,2026-01-28,164000,10,0,147600,0,,1
1026,97,0,R-2026-01-24-00001a50,12,user97,2026-01-24 22:35,2026-01-28,2026-01-30,244000,10,0,219600,0,,1
1027,98,0,R-2026-01-25-00001a51,25,user98,2026-01-25 6:20,2026-01-31,2026-02-03,288000,0,0,288000,0,,1
1028,0,167,R-20260125-f2g3h4i5,167,guest167,2026-01-25 7:07,2026-01-27,2026-01-31,760000,10,0,684000,1,2026-01-26 9:00,0
1029,99,0,R-2026-01-25-00001a52,39,user99,2026-01-25 7:25,2026-02-01,2026-02-02,156000,10,0,140400,0,,1
1030,100,0,R-2026-01-25-00001a53,52,user100,2026-01-25 8:30,2026-02-01,2026-02-03,196000,0,0,196000,0,,1
1031,101,0,R-2026-01-25-00001a54,68,user101,2026-01-25 9:35,2026-01-27,2026-01-30,489000,10,0,440100,0,,1
1032,102,0,R-2026-01-25-00001a55,73,user102,2026-01-25 10:40,2026-01-28,2026-01-29,141000,0,0,126900,0,,1
1033,103,0,R-2026-01-25-00001a56,81,user103,2026-01-25 11:45,2026-01-29,2026-01-31,212000,0,0,212000,0,,1
1034,104,0,R-2026-01-25-00001a57,88,user104,2026-01-25 12:50,2026-01-30,2026-02-02,291000,10,0,261900,1,2026-01-26 12:50,0
1035,105,0,R-2026-01-25-00001a58,95,user105,2026-01-25 13:55,2026-01-31,2026-02-01,182000,10,0,163800,0,,1
1036,106,0,R-2026-01-25-00001a59,108,user106,2026-01-25 15:00,2026-01-28,2026-01-30,232000,0,0,232000,0,,1
1037,107,0,R-2026-01-25-00001a5a,124,user107,2026-01-25 16:05,2026-02-02,2026-02-05,273000,0,0,273000,0,,1
1038,108,0,R-2026-01-25-00001a5b,129,user108,2026-01-25 17:10,2026-01-28,2026-01-29,182000,10,0,163800,0,,1
1039,109,0,R-2026-01-25-00001a5c,142,user109,2026-01-25 18:15,2026-01-29,2026-01-31,152000,10,0,136800,0,,1
1040,110,0,R-2026-01-25-00001a5d,154,user110,2026-01-25 19:20,2026-01-30,2026-02-02,456000,10,0,410400,1,2026-01-26 19:20,0
1041,111,0,R-2026-01-25-00001a5e,166,user111,2026-01-25 20:25,2026-01-31,2026-02-01,178000,10,0,160200,0,,1
1042,112,0,R-2026-01-25-00001a5f,175,user112,2026-01-25 21:30,2026-01-26,2026-01-28,110000,10,0,99000,0,,1
1043,113,0,R-2026-01-25-00001a60,181,user113,2026-01-25 22:35,2026-01-28,2026-01-31,516900,10,0,465210,0,,1
1044,114,0,R-2026-01-26-00001a61,190,user114,2026-01-26 6:20,2026-01-28,2026-01-29,118400,0,0,118400,0,,1
1045,115,0,R-2026-01-26-00001a62,203,user115,2026-01-26 7:25,2026-01-29,2026-01-31,328000,10,0,295200,0,,1
1046,116,0,R-2026-01-26-00001a63,218,user116,2026-01-26 8:30,2026-02-01,2026-02-04,395700,10,0,356130,0,,1
1047,117,0,R-2026-01-26-00001a64,231,user117,2026-01-26 9:35,2026-01-31,2026-02-01,178000,10,0,160200,0,,1
1048,0,168,R-20260126-g3h4i5j6,168,guest168,2026-01-26 10:10,2026-01-28,2026-02-01,808000,10,0,727200,0,,0
1049,0,169,R-20260127-h4i5j6k7,169,guest169,2026-01-27 2:02,2026-01-29,2026-02-02,292000,0,0,292000,0,,0
1050,118,0,R-2026-01-27-00abc100,1,user118,2026-01-27 6:20,2026-01-29,2026-01-30,164000,10,0,147600,0,,1
1051,119,0,R-2026-01-27-00abc101,5,user119,2026-01-27 7:25,2026-01-30,2026-02-01,308000,0,0,308000,0,,1
1052,120,0,R-2026-01-27-00abc102,9,user120,2026-01-27 8:30,2026-01-31,2026-02-03,606000,10,0,545400,1,2026-01-28 8:30,0
1053,121,0,R-2026-01-27-00abc103,12,user121,2026-01-27 9:35,2026-02-01,2026-02-02,122000,10,0,109800,0,,1
1054,122,0,R-2026-01-27-00abc104,16,user122,2026-01-27 10:40,2026-02-02,2026-02-04,266000,10,0,239400,0,,1
1055,123,0,R-2026-01-27-00abc105,20,user123,2026-01-27 11:45,2026-02-03,2026-02-06,483000,0,0,483000,0,,1
1056,124,0,R-2026-01-27-00abc106,24,user124,2026-01-27 12:50,2026-01-28,2026-01-29,196000,10,0,176400,0,,1
1057,125,0,R-2026-01-27-00abc107,27,user125,2026-01-27 13:55,2026-01-29,2026-01-31,240000,0,0,240000,0,,1
1058,126,0,R-2026-01-27-00abc108,31,user126,2026-01-27 15:00,2026-01-30,2026-02-02,462000,10,0,415800,0,,1
1059,127,0,R-2026-01-27-00abc109,35,user127,2026-01-27 16:05,2026-01-31,2026-02-01,115000,0,0,115000,0,,1
1060,128,0,R-2026-01-27-00abc10a,39,user128,2026-01-27 17:10,2026-02-01,2026-02-03,312000,10,0,280800,0,,1
1061,129,0,R-2026-01-27-00abc10b,43,user129,2026-01-27 18:15,2026-02-02,2026-02-05,468000,0,0,468000,0,,1
1062,130,0,R-2026-01-27-00abc10c,47,user130,2026-01-27 19:20,2026-02-03,2026-02-04,124000,10,0,111600,0,,1
1063,131,0,R-2026-01-27-00abc10d,51,user131,2026-01-27 20:25,2026-01-28,2026-01-30,398000,10,0,358200,0,,1
1064,132,0,R-2026-01-27-00abc10e,55,user132,2026-01-27 21:30,2026-01-29,2026-02-01,384000,10,0,384000,0,,1
1065,133,0,R-2026-01-27-00abc10f,59,user133,2026-01-27 22:35,2026-01-30,2026-01-31,180000,10,0,162000,0,,1
1066,134,0,R-2026-01-28-00abc110,63,user134,2026-01-28 6:20,2026-02-01,2026-02-03,224000,0,0,224000,1,2026-01-29 6:20,0
1067,135,0,R-2026-01-28-00abc111,67,user135,2026-01-28 7:25,2026-02-02,2026-02-05,453000,10,0,407700,0,,1
1068,136,0,R-2026-01-28-00abc112,71,user136,2026-01-28 8:30,2026-02-03,2026-02-04,110000,0,0,99000,0,,1
1069,137,0,R-2026-01-28-00abc113,75,user137,2026-01-28 9:35,2026-02-04,2026-02-06,330000,0,0,330000,0,,1
1070,138,0,R-2026-01-28-00abc114,79,user138,2026-01-28 10:40,2026-01-29,2026-02-01,246000,0,0,246000,0,,1
1071,139,0,R-2026-01-28-00abc115,83,user139,2026-01-28 11:45,2026-01-30,2026-01-31,131000,10,0,117900,0,,1
1072,140,0,R-2026-01-28-00abc116,87,user140,2026-01-28 12:50,2026-01-31,2026-02-02,352000,0,0,352000,0,,1
1073,141,0,R-2026-01-28-00abc117,91,user141,2026-01-28 13:55,2026-02-01,2026-02-04,438000,0,0,438000,0,,1
1074,142,0,R-2026-01-28-00abc118,95,user142,2026-01-28 15:00,2026-02-02,2026-02-03,182000,10,0,163800,0,,1
1075,143,0,R-2026-01-28-00abc119,99,user143,2026-01-28 16:05,2026-02-03,2026-02-05,204000,10,0,183600,0,,1
1076,144,0,R-2026-01-28-00abc11a,2,user144,2026-01-28 17:10,2026-01-29,2026-02-01,528000,10,0,475200,0,,1
1077,145,0,R-2026-01-28-00abc11b,6,user145,2026-01-28 18:15,2026-01-30,2026-01-31,166000,0,0,166000,0,,1
1078,0,170,R-20260128-i5j6k7l8,170,guest170,2026-01-28 18:18,2026-01-30,2026-02-03,340000,10,0,306000,0,,0
